t,q0,q1,q2,q3,q4,q5,q6
0.64,-0.684169977244563,0.0136458575073413,0.14013176672969,0.52248475313369,-0.0530139673384735,-0.281228506969041,-0.0196806405214301
0.65,-0.682582092780848,0.013768834562262,0.135642879041372,0.524963050391396,-0.0546586823949813,-0.281119173552197,-0.0179447803252101
0.66,-0.680993123570136,0.0138939491611736,0.131204920955943,0.527376682939613,-0.056283515797987,-0.281003606428675,-0.0162263357575089
0.67,-0.679402795009911,0.0140212207130283,0.126816219828892,0.529727483546451,-0.0578880252924714,-0.280882146900081,-0.014525721649142
0.68,-0.67781083326221,0.0141506688478935,0.122475145146528,0.532017231959376,-0.0594718434853538,-0.280755128371868,-0.012843279295338
0.69,-0.676216966305007,0.0142823134093845,0.118180110133188,0.53424765394836,-0.0610346727264487,-0.280622876060595,-0.0111792814762588
0.7,-0.674620924913943,0.0144161744472949,0.113929573044296,0.536420420678842,-0.0625762801930679,-0.28048570676159,-0.00953393727709839
0.71,-0.673022443575847,0.0145522722104306,0.10972203817057,0.538537148383294,-0.0640964931828792,-0.280343928671978,-0.00790739670330054
0.72,-0.671421261335743,0.0146906271396259,0.105556056577652,0.540599398301787,-0.0655951946176467,-0.280197841264246,-0.00629975508839326
0.73,-0.669817122579241,0.0148312598609453,0.101430226604373,0.542608676863592,-0.0670723187586472,-0.280047735205747,-0.00471105729371929
0.74,-0.668209777752395,0.0149741911790588,0.0973431941416993,0.544566436083574,-0.0685278471330295,-0.279893892319765,-0.00314130170084076
0.75,-0.666598984021253,0.0151194420707857,0.0932936527132378,0.546474074148784,-0.0699618046690236,-0.279736585584018,-0.00159044399872976
0.76,-0.664984505873367,0.0152670336787962,0.0892803433769671,0.548332936172327,-0.0713742560367506,-0.279576079162722,-5.84007689842791E-05
0.77,-0.663366115663656,0.015416987305462,0.0853020544666762,0.550144315093247,-0.0727653021904179,-0.279412628468567,0.00145494712674232
0.78,-0.661743594106994,0.0155693244068535,0.0813576211903199,0.55190945270275,-0.0741350771069257,-0.27924648025122,0.00294975135217268
0.79,-0.660116730719921,0.015724066586865,0.0774459251014668,0.553629540778598,-0.0754837447151515,-0.279077872709202,0.00442619308902492
0.8,-0.658485324213884,0.0158812355914717,0.0735658934586759,0.555305722311057,-0.0768114960098035,-0.278907035622208,0.0058844802107903
0.81,-0.656849182842352,0.0160408533030959,0.0697164984867388,0.556939092805094,-0.0781185463431786,-0.278734190501171,0.00732484463107563
0.82,-0.655208124704113,0.0162029417350896,0.0658967565524374,0.558530701644961,-0.0794051328880265,-0.278559550753596,0.00874753981983056
0.83,-0.653561978005044,0.0163675230263081,0.0621057272666616,0.560081553508478,-0.080671512264359,-0.278383321861874,0.0101528384803641
0.84,-0.651910581280523,0.0165346194357812,0.0583425125235709,0.5615926098196,-0.0819179583230867,-0.278205701572501,0.0115410303801621
0.85,-0.650253783580627,0.0167042533374631,0.0546062554867147,0.563064790228874,-0.0831447600791611,-0.278026880094291,0.012912420328283
0.86,-0.648591444620166,0.0168764472150562,0.0508961395310341,0.564498974112545,-0.0843522197870705,-0.27784704030387,0.0142673262922792
0.87,-0.646923434895537,0.0170512236569035,0.0472113871489638,0.565896002081932,-0.0855406511514591,-0.277666357956885,0.0156060776475389
0.88,-0.645249635770269,0.0172286053509285,0.0435512588280223,0.567256677495652,-0.0867103776658513,-0.277485001903507,0.0169290135521198
0.89,-0.64356993953112,0.0174086150796353,0.0399150519065757,0.568581767968103,-0.0878617310725657,-0.277303134306972,0.0182364814402933
0.9,-0.641884249416408,0.0175912757151342,0.0363020994138377,0.569872006868338,-0.0889950499370823,-0.277120910864008,0.0195288356281431
0.91,-0.640192479618272,0.0177766102142087,0.0327117688995134,0.571128094804206,-0.0901106783303336,-0.276938481026143,0.020806436024815
0.92,-0.638494555260422,0.0179646416133947,0.0291434612579886,0.57235070108724,-0.0912089646125862,-0.276755988220979,0.0220696469431766
0.93,-0.636790412352892,0.0181553930240787,0.0255966095513471,0.573540465174426,-0.0922902603128704,-0.276573570072629,0.0233188360039479
0.94,-0.635079997725206,0.0183488876275917,0.0220706778351673,0.574697998083409,-0.0933549190980544,-0.276391358620615,0.0245543731275002
0.95,-0.633363268939351,0.0185451486703044,0.0185651599904598,0.575823883778311,-0.0944032958260307,-0.276209480536599,0.0257766296078797
0.96,-0.631640194183816,0.018744199458698,0.015079578564812,0.576918680523678,-0.0954357456776341,-0.276028057338394,0.0269859772637704
0.97,-0.629910752149951,0.0189460633544176,0.0116134836254167,0.57798292220451,-0.0964526233622127,-0.2758472056008,0.028182787661411
0.98,-0.628174931891818,0.0191507637692846,0.00816645162630691,0.579017119610697,-0.0974542823920124,-0.27566703716284,0.0293674314046987
0.99,-0.626432732670623,0.0193583241602636,0.00473808429182926,0.580021761684481,-0.0984410744208001,-0.275487659331049,0.0305402774879983
1,-0.624684163784839,0.019568768024381,0.00132800751815509,0.580997316729882,-0.0994133486423481,-0.275309175078527,0.0317016927073577
1.01,-0.62292924438698,0.0197821188935655,-0.00206412970570058,0.581944233583279,-0.100371451244717,-0.27513168323949,0.0328520411261316
1.02,-0.621168003288035,0.019998400329423,-0.0054386563560091,0.582862942744549,-0.101315724916425,-0.274955278699125,0.0339916835911826
1.03,-0.619400478750463,0.0202176359179198,-0.00879588041055035,0.583753857468418,-0.102246508400873,-0.274780052578573,0.035120977296108
1.04,-0.617626718270635,0.0204398492639636,-0.0121360898619577,0.584617374815806,-0.10316413609558,-0.274606092414902,0.0362402753880816
1.05,-0.615846778351585,0.0206650639858828,-0.015459553707503,0.585453876665189,-0.104068937693025,-0.274433482335972,0.0373499266152077
1.06,-0.614060724266842,0.0208933037097792,-0.018766522914631,0.586263730684044,-0.104961237860026,-0.274262303230106,0.0384502750113562
1.07,-0.612268629816188,0.0211245920637437,-0.0220572313618104,0.587047291260686,-0.105841355952855,-0.27409263291051,0.0395416596157368
1.08,-0.610470577074004,0.0213589526719353,-0.0253318967543229,0.58780490039681,-0.106709605765425,-0.273924546274422,0.0406244142246105
1.09,-0.608666656130999,0.0215964091484991,-0.0285907215147137,0.588536888561221,-0.107566295308039,-0.273758115456961,0.0416988671726863
1.1,-0.606856964829967,0.0218369850913129,-0.0318338936477369,0.589243575505312,-0.10841172661442,-0.273593409979675,0.0427653411419545
1.11,-0.605041608496269,0.0220807040755489,-0.0350615875797035,0.589925271040872,-0.109246195574812,-0.273430496893814,0.0438241529958127
1.12,-0.603220699663658,0.0223275896470496,-0.0382739649721973,0.590582275780937,-0.110069991793157,-0.273269440918351,0.0448756136365298
1.13,-0.601394357796095,0.0225776653154824,-0.0414711755102084,0.591214881844403,-0.110883398466446,-0.273110304572776,0.0459200278841894
1.14,-0.599562709006135,0.0228309545472802,-0.0446533576647885,0.591823373525208,-0.111686692284507,-0.272953148304733,0.0469576943754233
1.15,-0.597725885770483,0.0230874807583472,-0.0478206394303486,0.592408027926871,-0.112480143348573,-0.272798030612528,0.0479889054803079
1.16,-0.595884026643263,0.0233472673065071,-0.0509731390368215,0.592969115563273,-0.113264015107129,-0.272645008162587,0.0490139472359796
1.17,-0.594037275967562,0.023610337483698,-0.0541109656368764,0.593506900926535,-0.114038564307611,-0.272494135901925,0.0500330992955579
1.18,-0.592185783585762,0.0238767145078849,-0.0572342199684852,0.594021643022921,-0.114804040962651,-0.272345467165694,0.0510466348911272
1.19,-0.590329704549172,0.0241464215146799,-0.0603429949931039,0.594513595877659,-0.115560688329646,-0.272199053779885,0.0520548208095781
1.2,-0.588469198827454,0.0244194815486611,-0.0634373765097878,0.594983009009618,-0.116308742902521,-0.272054946159266,0.0530579173802095
1.21,-0.586604431018318,0.0246959175543687,-0.0665174437455908,0.59543012787679,-0.117048434414629,-0.271913193400631,0.0540561784730778
1.22,-0.584735570057932,0.0249757523669671,-0.0695832699225921,0.595855194293504,-0.117779985851832,-0.271773843371446,0.0550498515071513
1.23,-0.582862788932525,0.0252590087025594,-0.072634922801929,0.596258446820321,-0.118503613474828,-0.271636942793969,0.0560391774673858
1.24,-0.580986264391552,0.0255457091481363,-0.0756724652052296,0.596640121127568,-0.119219526849934,-0.271502537324931,0.0570243909299331
1.25,-0.579106176662894,0.0258358761511506,-0.0786959555138209,0.597000450333424,-0.119927928887481,-0.271370671630879,0.0580057200946937
1.26,-0.577222709170445,0.026129532008696,-0.0817054481461791,0.59733966531753,-0.120629015887195,-0.271241389459227,0.058983386824588
1.27,-0.575336048254478,0.026426698856281,-0.0847009940139807,0.597657995011023,-0.121322977589808,-0.271114733705143,0.0599576066908356
1.28,-0.573446382895158,0.0267273986561812,-0.0876826409572222,0.597955666663934,-0.122009997234351,-0.270990746474332,0.0609285890237014
1.29,-0.571553904439549,0.027031653185354,-0.0906504341588346,0.598232906090844,-0.122690251620514,-0.270869469141805,0.0618965369681334
1.3,-0.569658806332433,0.0273394840229056,-0.0936044165392361,0.598489937895721,-0.123363911175584,-0.270750942406723,0.0628616475438083
1.31,-0.567761283851272,0.0276509125370918,-0.0965446291312645,0.598726985676796,-0.12403114002544,-0.270635206343388,0.0638241117091026
1.32,-0.565861533845609,0.0279659598718446,-0.0994711114359526,0.598944272212383,-0.124692096069191,-0.270522300448483,0.0647841144285782
1.33,-0.563959754481179,0.0282846469327961,-0.10238390175958,0.59914201962847,-0.125346931057005,-0.270412263684613,0.06574183474356
1.34,-0.562056144989023,0.028606994372812,-0.105283037532477,0.599320449548957,-0.125995790670768,-0.270305134520267,0.0666974458454679
1.35,-0.56015090541982,0.0289330225769911,-0.108168555610027,0.599479783229337,-0.12663881460721,-0.27020095096624,0.0676511151515428
1.36,-0.558244236403712,0.0292627516471397,-0.111040492556328,0.599620241674657,-0.127276136663181,-0.270099750608621,0.0686030043826791
1.37,-0.556336338915804,0.0295962013857011,-0.113898884910974,0.599742045742528,-0.127907884822753,-0.270001570638418,0.069553269643055
1.38,-0.554427414047584,0.0299333912791216,-0.116743769439408,0.599845416231998,-0.128534181345891,-0.269906447877891,0.0705020615013101
1.39,-0.552517662784397,0.0302743404806489,-0.11957518336732,0.599930573958985,-0.12915514285843,-0.269814418803668,0.0714495250730345
1.4,-0.550607285789198,0.0306190677925509,-0.12239316459953,0.599997739819069,-0.129770880443115,-0.26972551956673,0.0723958001043334
1.41,-0.54869648319271,0.0309675916477327,-0.125197751923821,0.60004713483833,-0.130381499731499,-0.269639786009319,0.0733410210562735
1.42,-0.546785454390132,0.0313199300907546,-0.127988985200164,0.600078980212933,-0.130987100996479,-0.269557253678859,0.0742853171900097
1.43,-0.544874397844529,0.0316761007582333,-0.130766905535808,0.600093497338151,-0.131587779245313,-0.269477957838946,0.0752288126524508
1.44,-0.542963510897005,0.0320361208586123,-0.133531555446665,0.600090907827475,-0.13218362431294,-0.269401933477484,0.0761716265622808
1.45,-0.541052989583781,0.0324000071513018,-0.136282979005421,0.600071433522467,-0.132774720955423,-0.269329215312034,0.077113873096188
1.46,-0.539143028460217,0.0327677759251673,-0.139021221976862,0.600035296493966,-0.133361148943429,-0.269259837792435,0.0780556615752076
1.47,-0.537233820431883,0.0331394429763709,-0.141746331940794,0.59998271903524,-0.133942983155567,-0.26919383510078,0.078997096551032
1.48,-0.53532555659272,0.033515023585548,-0.144458358403018,0.599913923647672,-0.134520293671483,-0.269131241148794,0.0799382778921653
1.49,-0.533418426070329,0.0338945324943087,-0.147157352894808,0.599829133019569,-0.135093145864643,-0.269072089572678,0.0808793008698883
1.5,-0.53151261587842,0.0342779838810757,-0.149843369061257,0.599728569998561,-0.135661600494635,-0.269016413725501,0.0818202562438677
1.51,-0.529608310776433,0.0346653913362274,-0.152516462738962,0.599612457558195,-0.136225713798979,-0.26896424666718,0.0827612303473909
1.52,-0.527705693136348,0.0350567678365676,-0.155176692023431,0.599481018759164,-0.136785537584322,-0.268915621152111,0.0837023051721386
1.53,-0.525804942816646,0.0354521257190859,-0.157824117326619,0.599334476705672,-0.137341119316969,-0.268870569614526,0.0846435584524168
1.54,-0.523906237043443,0.0358514766540453,-0.160458801425,0.599173054497401,-0.13789250221269,-0.268829124151615,0.0855850637488382
1.55,-0.522009750298722,0.0362548316173543,-0.163080809498544,0.59899697517751,-0.13843972532573,-0.268791316504486,0.0865268905313392
1.56,-0.520115654215678,0.0366622008622495,-0.165690209161018,0.598806461677092,-0.138982823637012,-0.268757178037004,0.0874691042615758
1.57,-0.518224117481056,0.0370735938902773,-0.168287070481948,0.598601736756491,-0.13952182814147,-0.268726739712585,0.0884117664745909
1.58,-0.5163353057445,0.0374890194215722,-0.170871466000635,0.598383022943866,-0.140056765934478,-0.268700032068975,0.089354934859772
1.59,-0.514449381534779,0.0379084853644448,-0.173443470732584,0.598150542471361,-0.14058766029736,-0.268677085191098,0.0902986633410552
1.6,-0.512566504182869,0.0383319987842664,-0.17600316216868,0.59790451720923,-0.141114530781966,-0.268657928681997,0.091243002156376
1.61,-0.510686829751766,0.0387595658716722,-0.178550620267484,0.597645168598256,-0.141637393294273,-0.268642591631945,0.0921879979363353
1.62,-0.508810510972967,0.0391911919100702,-0.181085927440946,0.597372717580751,-0.142156260177023,-0.268631102585767,0.0931336937820875
1.63,-0.506937697189516,0.0396268812424747,-0.18360916853392,0.597087384530466,-0.142671140291408,-0.268623489508421,0.0940801293424708
1.64,-0.505068534305511,0.040066637237663,-0.186120430797724,0.596789389181657,-0.143182039097741,-0.268619779748907,0.0950273408903195
1.65,-0.503203164741957,0.0405104622556809,-0.188619803858114,0.596478950557582,-0.143688958735195,-0.268620000002542,0.0959753613980306
1.66,-0.501341727398878,0.0409583576126805,-0.191107379677949,0.596156286898683,-0.144191898100554,-0.268624176271649,0.0969242206123707
1.67,-0.499484357623541,0.0414103235451301,-0.193583252514845,0.595821615590661,-0.144690852926028,-0.268632333824734,0.0978739451285267
1.68,-0.497631187184695,0.0418663591733943,-0.196047518874076,0.595475153092676,-0.145185815856122,-0.268644497154169,0.0988245584634295
1.69,-0.495782344252682,0.0423264624647014,-0.198500277457037,0.595117114865869,-0.145676776523602,-0.268660689932464,0.0997760811283844
1.7,-0.493937953385317,0.0427906301955214,-0.200941629105489,0.594747715302386,-0.146163721624552,-0.268680934967162,0.100728530700998
1.71,-0.492098135519378,0.0432588579133668,-0.20337167674188,0.594367167655074,-0.146646634992584,-0.268705254154412,0.101681921896481
1.72,-0.490263007967602,0.0437311398980397,-0.205790525305938,0.593975683968024,-0.147125497672173,-0.268733668431277,0.102636266638292
1.73,-0.488432684421034,0.0442074691223545,-0.208198281687826,0.593573475008084,-0.147600287991227,-0.268766197726825,0.103591574128227
1.74,-0.486607274956608,0.0446878372123433,-0.210595054658054,0.593160750197489,-0.14807098163285,-0.268802860912059,0.104547850915935
1.75,-0.484786886049809,0.0451722344069955,-0.212980954794353,0.592737717547729,-0.148537551706377,-0.268843675748736,0.105505100967916
1.76,-0.482971620592306,0.0456606495175375,-0.215356094405763,0.592304583594758,-0.148999968817708,-0.268888658837144,0.106463325736063
1.77,-0.481161577914381,0.0461530698863007,-0.217720587454087,0.591861553335648,-0.149458201138987,-0.268937825562863,0.10742252422575
1.78,-0.479356853812059,0.0466494813451998,-0.220074549472939,0.591408830166778,-0.149912214477652,-0.26899119004261,0.108382693063543
1.79,-0.477557540578769,0.0471498681738698,-0.222418097484543,0.590946615823629,-0.15036197234492,-0.269048765069184,0.109343826564574
1.8,-0.475763727041421,0.0476542130574826,-0.224751349914471,0.590475110322256,-0.150807436023745,-0.269110562055598,0.110305916799611
1.81,-0.473975498600763,0.0481624970442988,-0.227074426504474,0.589994511902508,-0.151248564636286,-0.269176590978444,0.111268953661881
1.82,-0.472192937275862,0.0486746995029999,-0.229387448223591,0.589505016973028,-0.151685315210956,-0.269246860320565,0.112232924933723
1.83,-0.470416121752611,0.0491907980798297,-0.231690537177632,0.589006820058083,-0.15211764274907,-0.269321377013089,0.113197816353062
1.84,-0.468645127436104,0.0497107686556106,-0.233983816517245,0.588500113746272,-0.152545500291181,-0.269400146376892,0.114163611679827
1.85,-0.46688002650676,0.0502345853026802,-0.236267410344636,0.587985088641116,-0.152968838983113,-0.269483172063562,0.115130292762308
1.86,-0.465120887980071,0.0507622202418035,-0.238541443619118,0.587461933313568,-0.153387608141776,-0.26957045599593,0.116097839603544
1.87,-0.463367777769828,0.0512936437991127,-0.240806042061595,0.586930834256446,-0.153801755320805,-0.26966199830824,0.117066230427781
1.88,-0.461620758754741,0.051828824363143,-0.243061332058069,0.586391975840813,-0.15421122637606,-0.269757797286031,0.11803544174705
1.89,-0.45987989084828,0.0523677283420244,-0.245307440562318,0.585845540274279,-0.154615965531058,-0.269857849305817,0.119005448427936
1.9,-0.458145231071664,0.0529103201208935,-0.247544494997823,0.585291707561255,-0.155015915442388,-0.269962148774623,0.119976223758571
1.91,-0.456416833629837,0.0534565620195971,-0.249772623159039,0.584730655465116,-0.155411017265148,-0.270070688069483,0.120947739515935
1.92,-0.454694749990352,0.054006414250756,-0.251991953112104,0.584162559472291,-0.155801210718464,-0.270183457476962,0.121919966033479
1.93,-0.45297902896502,0.0545598348782694,-0.254202613095071,0.58358759275824,-0.156186434151136,-0.270300445132806,0.122892872269155
1.94,-0.451269716794234,0.0551167797763374,-0.256404731417755,0.583005926155318,-0.156566624607486,-0.270421636961796,0.12386642587392
1.95,-0.449566857233828,0.0556772025890808,-0.258598436361225,0.582417728122472,-0.156941717893397,-0.270547016617914,0.124840593260688
1.96,-0.447870491644405,0.0562410546908426,-0.260783856077075,0.581823164716782,-0.157311648642667,-0.270676565424894,0.125815339673886
1.97,-0.446180659082974,0.0568082851472608,-0.262961118486494,0.58122239956677,-0.15767635038366,-0.270810262317273,0.126790629259579
1.98,-0.444497396396844,0.0573788406772061,-0.265130351179203,0.580615593847497,-0.158035755606336,-0.270948083782054,0.127766425136247
1.99,-0.442820738319618,0.0579526656156743,-0.267291681312348,0.580002906257342,-0.158389795829686,-0.271090003801047,0.128742689466264
2,-0.441150717569248,0.0585297018777215,-0.269445235509363,0.579384492996523,-0.158738401669616,-0.271235993794032,0.129719383528091
2.01,-0.439487364947963,0.0591098889235737,-0.271591139758892,0.578760507747201,-0.159081502907322,-0.271386022562852,0.130696467789271
2.02,-0.43783070944406,0.059693163724969,-0.273729519313801,0.578131101655223,-0.159419028558182,-0.27154005623652,0.131673901980204
2.03,-0.436180778335394,0.06027946073288,-0.275860498590333,0.577496423313428,-0.159750906941215,-0.271698058217496,0.132651645168799
2.04,-0.434537597294498,0.0608687118466901,-0.277984201067454,0.576856618746451,-0.160077065749108,-0.271859989129223,0.133629655835978
2.05,-0.432901190495223,0.0614608463849585,-0.280100749186441,0.576211831397014,-0.160397432118877,-0.272025806765065,0.134607891952108
2.06,-0.431271580720801,0.0620557910578782,-0.28221026425075,0.575562202113637,-0.160711932703157,-0.272195466038762,0.135586311054356
2.07,-0.429648789473237,0.0626534699415472,-0.284312866326198,0.574907869139726,-0.161020493742135,-0.272368918936541,0.136564870324992
2.08,-0.428032837083922,0.0632538044541524,-0.286408674141535,0.57424896810401,-0.161323041136187,-0.272546114471001,0.137543526670675
2.09,-0.426423742825379,0.0638567133342227,-0.288497804989403,0.573585632012249,-0.161619500519174,-0.272726998636922,0.13852223680271
2.1,-0.424821525024032,0.0644621126210278,-0.290580374627768,0.572917991240192,-0.161909797332449,-0.272911514369121,0.139500957318305
